"","sourceID","Source","Target","popularity","followers","id"
"195","4sTQVOfp9vEMCemLw50sbu","Galantis","Hardwell",72,1206840,"6BrvowZBreEkXzJQMpL174"
"196","4sTQVOfp9vEMCemLw50sbu","Galantis","Jack Ü",75,329663,"1HxJeLhIuegM3KgvPn8sTa"
"197","4sTQVOfp9vEMCemLw50sbu","Galantis","Dimitri Vegas & Like Mike",72,601350,"73jBynjsVtofjRpdpRAJGk"
"198","4sTQVOfp9vEMCemLw50sbu","Galantis","Matoma",78,77163,"4YXycRbyyAE0wozTk7QMEq"
"199","4sTQVOfp9vEMCemLw50sbu","Galantis","Syn Cole",61,21245,"6i1GVNJCyyssRwXmnaeEFH"
"200","4sTQVOfp9vEMCemLw50sbu","Galantis","Diplo",78,693988,"5fMUXHkw8R8eOP2RNVYEZX"
"201","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Jason Derulo",84,1966323,"07YZf4WDAMNwqr4jfgOZ8y"
"202","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Travie McCoy",64,92530,"7o9Nl7K1Al6NNAHX6jn6iG"
"203","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Justin Bieber",90,5998897,"1uNFoZAHBGtllmzznpCI3s"
"204","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","B.o.B",76,823609,"5ndkK3dpZLKtBklKjxNQwT"
"205","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Nicki Minaj",86,4106419,"0hCNtLu0JehylgoiP8L4Gh"
"206","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Flo Rida",82,3863902,"0jnsk9HBra6NMjO2oANoPY"
"207","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Rihanna",96,7145683,"5pKCCKE2ajJHZ9KAiaK11H"
"208","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Chiddy Bang",58,260286,"40giwFcTQtv9ezxW8yqxJU"
"209","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Justin Timberlake",87,2230233,"31TPClRtHm23RisEBtV3X7"
"210","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Chris Brown",87,3298410,"7bXgB6jMjp9ATFy66eO08Z"
"211","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Tinie Tempah",76,328475,"0Tob4H0FLtEONHU1MjpUEp"
"212","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Far East Movement",65,558577,"698hF4vcwHwPy8ltmXermq"
"213","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","The Weeknd",87,3424363,"1Xyo4u8uXC1ZmMpatF05PJ"
"214","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","will.i.am",74,934624,"085pc2PYOi8bGKj0PNjekA"
"215","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Bruno Mars",83,4532197,"0du5cEVh5yTK9QJze8zA0C"
"216","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Sean Kingston",66,220112,"6S0dmVVn4udvppDhZIWxCr"
"217","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Wiz Khalifa",87,3191345,"137W8MRPWKqSmrBGDBFSop"
"218","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Kevin Rudolf",51,44385,"0Chxmm4XMM87mJOHvyiUzL"
"219","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","Frank Ocean",74,1398089,"2h93pZq0e7k5yf4dywlkpM"
"220","2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","R. City",73,59173,"4TH4BHy0LdBi3dpBW4P2UX"
"221","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Gryffin",67,16163,"2ZRQcIgzPCVaT9XKhXZIzh"
"222","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Seeb",86,17831,"5iNrZmtVMtYev5M9yoWpEq"
"223","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Cheat Codes",83,39230,"7DMveApC7UnC2NPfPvlHSU"
"224","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Kygo",85,1027032,"23fqKkggKUBHNkbKtXEls4"
"225","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Sam Feldt",74,56747,"20gsENnposVs2I4rQ5kvrf"
"226","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Bearson",56,4760,"3SPEPveuGIJZQPCHmNg4wg"
"227","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Shy Martin",80,537,"7eCmccnRwPmRnWPw61x6jM"
"228","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","The Chainsmokers",87,676993,"69GGBxA162lTqCwzJG5jLp"
"229","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Matoma",78,77163,"4YXycRbyyAE0wozTk7QMEq"
"230","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Yall",64,10026,"0ZRBa9pTfhhCsJW95F1ugg"
"231","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Steve James",56,4626,"2rYFy6vVM1YiECVIAHaJBY"
"232","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Timeflies",78,149431,"6dC0rIJNLSFZwqckLgXJ8p"
"233","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Matt Simons",71,64854,"1g0fXhQMHAxlRyIBkCbuE7"
"234","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Lost Kings",60,14149,"3hyEbRtp617pNCuuQjyOmc"
"235","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","LVNDSCAPE",71,4715,"2QlwnS23KrBeshXFyK5U6M"
"236","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Comet Blue",56,968,"27DGFhdWUeudNFbPJROkWF"
"237","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","FDVM",51,1699,"6J0Y4CoGMKL5RyeozHnVKl"
"238","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Jonas Blue",83,32418,"1HBjj22wzbscIZ9sEb5dyf"
"239","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","Martin Jensen",70,60830,"4ehtJnVumNf6xzSCDk8aLB"
"240","6lB8vOoI4DRrrVxXwuV19c","Mike Perry","KVR",1,65,"2tmsqrRMOYBmxjc2nToT31"
"241","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Calvin Harris",89,4702154,"7CajNmpbOovFoOoasH2HaY"
"242","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Sia",89,2201072,"5WUlDfRSoLAfcVSX1WnrxN"
"243","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Avicii",82,4944742,"1vCWHaC5f2uS3yhpwWbIA6"
"244","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Rihanna",96,7145683,"5pKCCKE2ajJHZ9KAiaK11H"
"245","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Swedish House Mafia",68,1673094,"1h6Cn3P4NGzXbaXidqURXs"
"246","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Bob Sinclar",63,133919,"5YFS41yoX0YuFY39fq21oN"
"247","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Martin Solveig",71,195690,"1bj5GrcLom5gZFF5t949Xl"
"248","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Daft Punk",76,2766216,"4tZwfgrHOc3mvqYlEYSvVi"
"249","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Flo Rida",82,3863902,"0jnsk9HBra6NMjO2oANoPY"
"250","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Tiësto",80,1342324,"2o5jDhtHVPhrJdv3cEQ99Z"
"251","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Afrojack",77,702740,"4D75GcNG95ebPtNvoNVXhz"
"252","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Axwell",68,734658,"1xNmvlEiICkRlRGqlNFZ43"
"253","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Showtek",68,229669,"3gk0OYeLFWYupGFRHqLSR7"
"254","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Fedde Le Grand",58,107184,"7dc6hUwyuIhrZdh80eaCEE"
"255","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Sebastian Ingrosso",69,239026,"6hyMWrxGBsOx6sWcVj1DqP"
"256","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Timbaland",72,306954,"5Y5TRrQiqgUO4S36tzjIRZ"
"257","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Emeli Sandé",68,804176,"7sfgqEdoeBTjd8lQsPT3Cy"
"258","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Skrillex",81,4323719,"5he5w2lnU9x7JFhnwcekXX"
"259","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Laidback Luke",59,92179,"53cQZtWDwDJwVCNZlfJ6Qk"
"260","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Nicki Minaj",86,4106419,"0hCNtLu0JehylgoiP8L4Gh"
"261","7pFeBzX627ff0VnN6bxPR4","Desiigner","Kent Jones",80,39537,"3jHBxvZ9gbBkZ17wKUqVsO"
"262","7pFeBzX627ff0VnN6bxPR4","Desiigner","Post Malone",72,222663,"246dkjvS1zLTtiykXe5h60"
"263","7pFeBzX627ff0VnN6bxPR4","Desiigner","G-Eazy",87,1167241,"02kJSzxNuaWGqwubyUba0Z"
"264","7pFeBzX627ff0VnN6bxPR4","Desiigner","Fetty Wap",86,1475817,"6PXS4YHDkKvl1wkIl4V8DL"
"265","7pFeBzX627ff0VnN6bxPR4","Desiigner","Travi$ Scott",79,350476,"0Y5tJX1MQlPlqiwlOH1tJY"
"266","7pFeBzX627ff0VnN6bxPR4","Desiigner","Madeintyo",70,25752,"5SyGEPymt1G2uto47tVWvZ"
"267","7pFeBzX627ff0VnN6bxPR4","Desiigner","Young Thug",82,493382,"50co4Is1HCEo8bhOyUWKpn"
"268","7pFeBzX627ff0VnN6bxPR4","Desiigner","Lil Yachty",78,72686,"6icQOAFXDZKsumw3YXyusw"
"269","7pFeBzX627ff0VnN6bxPR4","Desiigner","Belly",65,14490,"0FOWNUFHPnMy0vOw1siGqi"
"270","7pFeBzX627ff0VnN6bxPR4","Desiigner","Ty Dolla $ign",88,343197,"7c0XG5cIJTrrAgEC3ULPiq"
"271","7pFeBzX627ff0VnN6bxPR4","Desiigner","Bryson Tiller",79,664383,"2EMAnMvWE2eb56ToJVfCWs"
"272","7pFeBzX627ff0VnN6bxPR4","Desiigner","O.T. Genasis",70,82899,"1Zatb2YN4erBOoSivOXc0o"
"273","7pFeBzX627ff0VnN6bxPR4","Desiigner","Drake",100,6219065,"3TVXtAsR1Inumwj472S9r4"
"274","7pFeBzX627ff0VnN6bxPR4","Desiigner","Kevin Gates",81,600359,"1gPhS1zisyXr5dHTYZyiMe"
"275","7pFeBzX627ff0VnN6bxPR4","Desiigner","D.R.A.M.",73,35004,"5M0lbkGluOPXLeFjApw8r8"
"276","7pFeBzX627ff0VnN6bxPR4","Desiigner","Rae Sremmurd",77,649754,"7iZtZyCzp3LItcw1wtPI3D"
"277","7pFeBzX627ff0VnN6bxPR4","Desiigner","Wes Walker",57,5663,"0HjYETXAvcL6mzaKjAmH2K"
"278","7pFeBzX627ff0VnN6bxPR4","Desiigner","Future",88,1254872,"1RyvyyTE3xzB2ZywiAwp0i"
"279","7pFeBzX627ff0VnN6bxPR4","Desiigner","Roy Woods",69,51145,"7mDU6nMUJnOSY2Hkjz5oqM"
"280","7pFeBzX627ff0VnN6bxPR4","Desiigner","ILoveMakonnen",66,107853,"3aGFCoR8xGN6DKwvdzeSja"
"281","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Selena Gomez",87,2410542,"0C8ZW7ezQVs4URX5aX7Kqx"
"282","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Demi Lovato",81,2322927,"6S2OmqARrzebs0tKUEyXyp"
"283","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Nick Jonas",82,641564,"4Rxn7Im3LGfyRkY2FlHhWi"
"284","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Zendaya",61,357754,"6sCbFbEjbYepqswM1vWjjs"
"285","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Bridgit Mendler",57,364388,"4VhL8KLjVso4vLfOLVViTb"
"286","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Justin Bieber",90,5998897,"1uNFoZAHBGtllmzznpCI3s"
"287","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Victoria Justice",57,107253,"2OTfr6S2kuHRYStjt1IkY6"
"288","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Cody Simpson",63,376769,"79Xp2rRN7wdsaTJgttdX3K"
"289","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Miley Cyrus",76,1975025,"5YGY8feqx7naU7z4HrwZM6"
"290","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Victorious Cast",57,178123,"1KYszkVzlhV3rAqmAcYIgd"
"291","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Meghan Trainor",83,1481834,"6JL8zeS1NmiOftqZTRgdTz"
"292","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Becky G",70,654895,"4obzFoKoKRHIphyHzJ35G3"
"293","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","One Direction",85,5293683,"4AK6F7OLvEQ5QYCBNiQWHq"
"294","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Hilary Duff",60,258739,"2S9W9aSAd7e5mp8WqWxN2h"
"295","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Carly Rae Jepsen",72,1735323,"6sFIWsNpZYqfjUpaCgueju"
"296","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Fifth Harmony",87,1386306,"1l8Fu6IkuTP0U5QetQJ5Xt"
"297","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Jessie J",74,1633566,"2gsggkzM5R49q6jpPvazou"
"298","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Little Mix",78,1113537,"3e7awlrlDSwF3iM0WBjGMp"
"299","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Lucy Hale",48,88682,"4gWAItIMhYCdD82T8tvv3T"
"300","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Cher Lloyd",62,707103,"4m4SfDVbF5wxrwEjDKgi4k"
"301","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Desiigner",84,141065,"7pFeBzX627ff0VnN6bxPR4"
"302","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Madeintyo",70,25752,"5SyGEPymt1G2uto47tVWvZ"
"303","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Post Malone",72,222663,"246dkjvS1zLTtiykXe5h60"
"304","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Belly",65,14490,"0FOWNUFHPnMy0vOw1siGqi"
"305","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Bryson Tiller",79,664383,"2EMAnMvWE2eb56ToJVfCWs"
"306","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Young Greatness",61,10569,"6eUSUma6IbsuvfAs9c0Kti"
"307","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","DJ Luke Nasty",55,5155,"1yZwlOVsfrp4wb6d29KkGM"
"308","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","M-City J.R.",60,5336,"0wSIyRIXxXiOBCIV0TyXZH"
"309","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Tory Lanez",76,202863,"2jku7tDXc6XoB6MO2hFuqg"
"310","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Roy Woods",69,51145,"7mDU6nMUJnOSY2Hkjz5oqM"
"311","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Xtra Remix",35,81,"7lFrEv9idXufFsC9sOZxZQ"
"312","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","D.R.A.M.",73,35004,"5M0lbkGluOPXLeFjApw8r8"
"313","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Dj Slim D",46,700,"5VRQkaqx6A28RnkJ8xx2nW"
"314","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Dreezy",65,22452,"7gWumE1wMALHXANLSIt054"
"315","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","DLOW",52,13219,"2wr9il91kGyzsfs4ypVr02"
"316","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Fetty Wap",86,1475817,"6PXS4YHDkKvl1wkIl4V8DL"
"317","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Lil Yachty",78,72686,"6icQOAFXDZKsumw3YXyusw"
"318","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Cardi B",52,22244,"4kYSro6naA4h99UJvo89HB"
"319","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Kodak Black",72,84251,"46SHBwWsqBkxI7EeeBEQG7"
"320","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones","Big Will",43,2291,"3uozhfx4j9O9JCGHpp9mTn"
"321","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Nicole Scherzinger",61,165670,"40xbWSB4JPdOkRyuTDy1oP"
"322","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Beyoncé",85,4745440,"6vWDO969PvNqNYHIOW5v0m"
"323","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Justin Timberlake",87,2230233,"31TPClRtHm23RisEBtV3X7"
"324","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Britney Spears",78,1364525,"26dSoYclwsYLMAKD3tpOr4"
"325","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Gwen Stefani",72,435946,"4yiQZ8tQPux8cPriYMWUFP"
"326","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Fergie",71,351908,"3r17AfJCCUqC9Lf0OAc73G"
"327","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Lady Gaga",75,1848690,"1HY2Jd0NmPuamShAr6KMms"
"328","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Jennifer Lopez",80,1201930,"2DlGxzQSjYe5N6G9nkYghR"
"329","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Katy Perry",80,4593901,"6jJ0s89eD6GaHleKKya26X"
"330","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Usher",81,2689176,"23zg3TcAtWQy7J6upgbUnj"
"331","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Jessie J",74,1633566,"2gsggkzM5R49q6jpPvazou"
"332","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","The Pussycat Dolls",67,290327,"6wPhSqRtPu1UhRCDX5yaDJ"
"333","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Pitbull",83,3006944,"0TnOYISbd1XYRBk9myaseg"
"334","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Rita Ora",68,578449,"5CCwRZC6euC8Odo6y9X8jr"
"335","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Kesha",73,1212448,"6LqNN22kT3074XbTVUrhzX"
"336","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Justin Bieber",90,5998897,"1uNFoZAHBGtllmzznpCI3s"
"337","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","The Black Eyed Peas",73,1062197,"1yxSLGMDHlW21z4YXirZDS"
"338","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Nicki Minaj",86,4106419,"0hCNtLu0JehylgoiP8L4Gh"
"339","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","will.i.am",74,934624,"085pc2PYOi8bGKj0PNjekA"
"340","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Shontelle",52,60687,"4M6Z1wubeKtwPqbjJygTOc"
"341","4dpARuHxo51G3z768sgnrY","Adele","Amy Winehouse",76,1638846,"6Q192DXotxtaysaqNPy5yR"
"342","4dpARuHxo51G3z768sgnrY","Adele","Duffy",59,194186,"37NqXwtb6nIEqRt4EJSoIO"
"343","4dpARuHxo51G3z768sgnrY","Adele","Ellie Goulding",81,2783403,"0X2BH1fck6amBIoJhDVmmJ"
"344","4dpARuHxo51G3z768sgnrY","Adele","Joss Stone",60,264799,"7bvcQXJHkFiN1ppIN3q4fi"
"345","4dpARuHxo51G3z768sgnrY","Adele","Jessie J",74,1633566,"2gsggkzM5R49q6jpPvazou"
"346","4dpARuHxo51G3z768sgnrY","Adele","Paloma Faith",62,276821,"4fwuXg6XQHfdlOdmw36OHa"
"347","4dpARuHxo51G3z768sgnrY","Adele","Bruno Mars",83,4532201,"0du5cEVh5yTK9QJze8zA0C"
"348","4dpARuHxo51G3z768sgnrY","Adele","Lily Allen",68,605374,"13saZpZnCDWOI9D4IJhp1f"
"349","4dpARuHxo51G3z768sgnrY","Adele","Leona Lewis",66,309492,"5lKZWd6HiSCLfnDGrq9RAm"
"350","4dpARuHxo51G3z768sgnrY","Adele","P!nk",79,1754099,"1KCSPY1glIKqW2TotWuXOR"
"351","4dpARuHxo51G3z768sgnrY","Adele","Sia",89,2201072,"5WUlDfRSoLAfcVSX1WnrxN"
"352","4dpARuHxo51G3z768sgnrY","Adele","Natasha Bedingfield",64,153671,"7o95ZoZt5ZYn31e9z1Hc0a"
"353","4dpARuHxo51G3z768sgnrY","Adele","Alicia Keys",77,1060077,"3DiDSECUqqY1AuBP8qtaIa"
"354","4dpARuHxo51G3z768sgnrY","Adele","Emeli Sandé",68,804176,"7sfgqEdoeBTjd8lQsPT3Cy"
"355","4dpARuHxo51G3z768sgnrY","Adele","MIKA",66,467084,"5MmVJVhhYKQ86izuGHzJYA"
"356","4dpARuHxo51G3z768sgnrY","Adele","Pixie Lott",52,117314,"3EBRANWwnViQuBrImN61Z1"
"357","4dpARuHxo51G3z768sgnrY","Adele","Katy Perry",80,4593901,"6jJ0s89eD6GaHleKKya26X"
"358","4dpARuHxo51G3z768sgnrY","Adele","John Legend",79,1260476,"5y2Xq6xcjJb2jVM54GHK3t"
"359","4dpARuHxo51G3z768sgnrY","Adele","Olly Murs",71,667644,"3whuHq0yGx60atvA2RCVRW"
"360","4dpARuHxo51G3z768sgnrY","Adele","James Morrison",65,421344,"3LpLGlgRS1IKPPwElnpW35"
"361","7keGfmQR4X5w0two1xKZ7d","Kungs","Yall",64,10026,"0ZRBa9pTfhhCsJW95F1ugg"
"362","7keGfmQR4X5w0two1xKZ7d","Kungs","Dua Lipa",73,47882,"6M2wZ9GZgrQXHCFfjv46we"
"363","7keGfmQR4X5w0two1xKZ7d","Kungs","Kenn Colt",48,459,"0vSNFAo2h20zd3HOBcM8BX"
"364","7keGfmQR4X5w0two1xKZ7d","Kungs","Fais",70,3489,"5w6mMj1qwSILG0pcylfchp"
"365","7keGfmQR4X5w0two1xKZ7d","Kungs","Izzy Bizu",67,27676,"6b5YOgXIliAozdo49vUCJQ"
"366","7keGfmQR4X5w0two1xKZ7d","Kungs","Sigala",75,67453,"1IueXOQyABrMOprrzwQJWN"
"367","7keGfmQR4X5w0two1xKZ7d","Kungs","Julian Perretta",66,10269,"2JLl6rSFWx9YuSPLcLhkAG"
"368","7keGfmQR4X5w0two1xKZ7d","Kungs","Luca Schreiner",51,555,"5fiYAV2DWASxAUKDq7Gbe9"
"369","7keGfmQR4X5w0two1xKZ7d","Kungs","Era Istrefi",70,29932,"4poL7YCSkG7kMnWjAdDU91"
"370","7keGfmQR4X5w0two1xKZ7d","Kungs","HUGEL",55,1402,"5PlfkPxwCpRRWQJBxCa0By"
"371","7keGfmQR4X5w0two1xKZ7d","Kungs","Jonas Blue",83,32418,"1HBjj22wzbscIZ9sEb5dyf"
"372","7keGfmQR4X5w0two1xKZ7d","Kungs","We Are I.V",50,1108,"72Zv5wZvluMB6IYwCd0kDM"
"373","7keGfmQR4X5w0two1xKZ7d","Kungs","19eighty7",47,145,"4y1WYK7TalJdUcCIR9sEue"
"374","7keGfmQR4X5w0two1xKZ7d","Kungs","Seizo",46,402,"5ECvdR4H6eAsFL3kmUUzdX"
"375","7keGfmQR4X5w0two1xKZ7d","Kungs","WAD DJ",31,55,"7fp8D40lnGzHSaOQrtrGCb"
"376","7keGfmQR4X5w0two1xKZ7d","Kungs","The Parakit",39,48,"72hN7cwaC3Q01MVty2dti7"
"377","7keGfmQR4X5w0two1xKZ7d","Kungs","Felix Jaehn",75,119194,"4bL2B6hmLlMWnUEZnorEtG"
"378","7keGfmQR4X5w0two1xKZ7d","Kungs","Indaqo",36,62,"3ULkCGWKMwYIlKheIy8YhI"
"379","7keGfmQR4X5w0two1xKZ7d","Kungs","Emma Bale",60,11629,"1vlR56ECqMAOA2mUTcTgPV"
"380","7keGfmQR4X5w0two1xKZ7d","Kungs","Kygo",85,1027032,"23fqKkggKUBHNkbKtXEls4"
"381","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Demi Lovato",81,2322927,"6S2OmqARrzebs0tKUEyXyp"
"382","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Selena Gomez & The Scene",64,229571,"6dJeKm76NjfXBNTpHmOhfO"
"383","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Nick Jonas",82,641564,"4Rxn7Im3LGfyRkY2FlHhWi"
"384","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Miley Cyrus",76,1975025,"5YGY8feqx7naU7z4HrwZM6"
"385","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Justin Bieber",90,5998897,"1uNFoZAHBGtllmzznpCI3s"
"386","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Ariana Grande",89,4075808,"66CXWjxzNUsdJxJ2JdwvnR"
"387","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Emily Osment",40,75846,"7rPQ2z1ji1ctJ6oGYBAo6M"
"388","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Hilary Duff",60,258739,"2S9W9aSAd7e5mp8WqWxN2h"
"389","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Miranda Cosgrove",46,111997,"3SYGWAHCe31oykdeUPpoJp"
"390","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Hannah Montana",63,282253,"7nU4hB040gTmHm45YYMvqc"
"391","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Bridgit Mendler",57,364388,"4VhL8KLjVso4vLfOLVViTb"
"392","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Vanessa Hudgens",59,130489,"6G9bygHlCyPgNGxK2l3YdE"
"393","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Ashley Tisdale",52,102151,"2ddxtfC0oS8LoktXUHE7YL"
"394","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Katy Perry",80,4593901,"6jJ0s89eD6GaHleKKya26X"
"395","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Jonas Brothers",63,321752,"7gOdHgIoIKoe4i9Tta6qdD"
"396","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Big Time Rush",60,392556,"0GWCNkPi54upO9WLlwjAHd"
"397","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Victoria Justice",57,107253,"2OTfr6S2kuHRYStjt1IkY6"
"398","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Taylor Swift",67,4502234,"06HL4z0CvFAxyc27GXpf02"
"399","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","One Direction",85,5293688,"4AK6F7OLvEQ5QYCBNiQWHq"
